Country/Region,Province/State,Latitude,Longitude,Confirmed,Recovered,Deaths,Date
China,Anhui,31.8257,117.2264,1,,,1/22/2020
China,Beijing,40.1824,116.4142,14,,,1/22/2020
China,Chongqing,30.0572,107.874,6,,,1/22/2020
China,Fujian,26.0789,117.9874,1,,,1/22/2020
China,Gansu,36.0611,103.8343,,,,1/22/2020
China,Guangdong,23.3417,113.4244,26,,,1/22/2020
China,Guangxi,23.8298,108.7881,2,,,1/22/2020
China,Guizhou,26.8154,106.8748,1,,,1/22/2020
China,Hainan,19.1959,109.7453,4,,,1/22/2020
China,Hebei,38.0428,114.5149,1,,,1/22/2020
China,Heilongjiang,47.862,127.7615,,,,1/22/2020
China,Henan,33.882,113.614,5,,,1/22/2020
Hong Kong,Hong Kong,22.3,114.2,,,,1/22/2020
China,Hubei,30.9756,112.2707,444,28,17,1/22/2020
China,Hunan,27.6104,111.7088,4,,,1/22/2020
China,Inner Mongolia,44.0935,113.9448,,,,1/22/2020
China,Jiangsu,32.9711,119.455,1,,,1/22/2020
China,Jiangxi,27.614,115.7221,2,,,1/22/2020
China,Jilin,43.6661,126.1923,,,,1/22/2020
China,Liaoning,41.2956,122.6085,2,,,1/22/2020
Macau,Macau,22.1667,113.55,1,,,1/22/2020
China,Ningxia,37.2692,106.1655,1,,,1/22/2020
China,Qinghai,35.7452,95.9956,,,,1/22/2020
China,Shaanxi,35.1917,108.8701,,,,1/22/2020
China,Shandong,36.3427,118.1498,2,,,1/22/2020
China,Shanghai,31.202,121.4491,9,,,1/22/2020
China,Shanxi,37.5777,112.2922,1,,,1/22/2020
China,Sichuan,30.6171,102.7103,5,,,1/22/2020
Taiwan,Taiwan,23.7,121,1,,,1/22/2020
China,Tianjin,39.3054,117.323,4,,,1/22/2020
China,Tibet,31.6927,88.0924,,,,1/22/2020
US,Washington,47.4009,-121.4905,1,,,1/22/2020
China,Xinjiang,41.1129,85.2401,,,,1/22/2020
China,Yunnan,24.974,101.487,1,,,1/22/2020
China,Zhejiang,29.1832,120.0934,10,,,1/22/2020
Japan,,36,138,2,,,1/22/2020
Thailand,,15.87,100.9925,2,,,1/22/2020
South Korea,,36,128,1,,,1/22/2020
China,Anhui,31.8257,117.2264,9,,,1/23/2020
China,Beijing,40.1824,116.4142,22,,,1/23/2020
China,Chongqing,30.0572,107.874,9,,,1/23/2020
China,Fujian,26.0789,117.9874,5,,,1/23/2020
China,Gansu,36.0611,103.8343,2,,,1/23/2020
China,Guangdong,23.3417,113.4244,32,2,,1/23/2020
China,Guangxi,23.8298,108.7881,5,,,1/23/2020
China,Guizhou,26.8154,106.8748,3,,,1/23/2020
China,Hainan,19.1959,109.7453,5,,,1/23/2020
China,Hebei,38.0428,114.5149,1,,1,1/23/2020
China,Heilongjiang,47.862,127.7615,2,,,1/23/2020
China,Henan,33.882,113.614,5,,,1/23/2020
Hong Kong,Hong Kong,22.3,114.2,2,,,1/23/2020
China,Hubei,30.9756,112.2707,444,28,17,1/23/2020
China,Hunan,27.6104,111.7088,9,,,1/23/2020
China,Inner Mongolia,44.0935,113.9448,,,,1/23/2020
China,Jiangsu,32.9711,119.455,5,,,1/23/2020
China,Jiangxi,27.614,115.7221,7,,,1/23/2020
China,Jilin,43.6661,126.1923,1,,,1/23/2020
China,Liaoning,41.2956,122.6085,3,,,1/23/2020
Macau,Macau,22.1667,113.55,2,,,1/23/2020
China,Ningxia,37.2692,106.1655,1,,,1/23/2020
China,Qinghai,35.7452,95.9956,,,,1/23/2020
China,Shaanxi,35.1917,108.8701,3,,,1/23/2020
China,Shandong,36.3427,118.1498,6,,,1/23/2020
China,Shanghai,31.202,121.4491,16,,,1/23/2020
China,Shanxi,37.5777,112.2922,1,,,1/23/2020
China,Sichuan,30.6171,102.7103,8,,,1/23/2020
Taiwan,Taiwan,23.7,121,1,,,1/23/2020
China,Tianjin,39.3054,117.323,4,,,1/23/2020
China,Tibet,31.6927,88.0924,,,,1/23/2020
US,Washington,47.4009,-121.4905,1,,,1/23/2020
China,Xinjiang,41.1129,85.2401,2,,,1/23/2020
China,Yunnan,24.974,101.487,2,,,1/23/2020
China,Zhejiang,29.1832,120.0934,27,,,1/23/2020
Japan,,36,138,1,,,1/23/2020
Thailand,,15.87,100.9925,3,,,1/23/2020
South Korea,,36,128,1,,,1/23/2020
Singapore,,1.2833,103.8333,1,,,1/23/2020
Philippines,,12.8797,121.774,,,,1/23/2020
Malaysia,,2.5,112.5,,,,1/23/2020
Vietnam,,16,108,2,,,1/23/2020
Australia,,-33.8688,144.9631,,,,1/23/2020
Mexico,,23,-102,,,,1/23/2020
Brazil,,-14.235,-51.9253,,,,1/23/2020
Colombia,,4.5709,-74.2973,,,,1/23/2020
China,Hubei,30.9756,112.2707,549,31,24,1/24/2020
China,Guangdong,23.3417,113.4244,53,2,,1/24/2020
China,Zhejiang,29.1832,120.0934,43,1,,1/24/2020
China,Beijing,40.1824,116.4142,36,1,,1/24/2020
China,Chongqing,30.0572,107.874,27,,,1/24/2020
China,Hunan,27.6104,111.7088,24,,,1/24/2020
China,Guangxi,23.8298,108.7881,23,,,1/24/2020
China,Shanghai,31.202,121.4491,20,1,,1/24/2020
China,Jiangxi,27.614,115.7221,18,,,1/24/2020
China,Sichuan,30.6171,102.7103,15,,,1/24/2020
China,Shandong,36.3427,118.1498,15,,,1/24/2020
China,Anhui,31.8257,117.2264,15,,,1/24/2020
China,Fujian,26.0789,117.9874,10,,,1/24/2020
China,Henan,33.882,113.614,9,,,1/24/2020
China,Jiangsu,32.9711,119.455,9,,,1/24/2020
China,Hainan,19.1959,109.7453,8,,,1/24/2020
China,Tianjin,39.3054,117.323,8,,,1/24/2020
China,Yunnan,24.974,101.487,5,,,1/24/2020
China,Shaanxi,35.1917,108.8701,5,,,1/24/2020
China,Heilongjiang,47.862,127.7615,4,,1,1/24/2020
China,Liaoning,41.2956,122.6085,4,,,1/24/2020
China,Guizhou,26.8154,106.8748,3,,,1/24/2020
China,Jilin,43.6661,126.1923,3,,,1/24/2020
Taiwan,Taiwan,23.7,121,3,,,1/24/2020
China,Ningxia,37.2692,106.1655,2,,,1/24/2020
Hong Kong,Hong Kong,22.3,114.2,2,,,1/24/2020
Macau,Macau,22.1667,113.55,2,,,1/24/2020
China,Hebei,38.0428,114.5149,2,,1,1/24/2020
China,Gansu,36.0611,103.8343,2,,,1/24/2020
China,Xinjiang,41.1129,85.2401,2,,,1/24/2020
China,Shanxi,37.5777,112.2922,1,,,1/24/2020
China,Inner Mongolia,44.0935,113.9448,1,,,1/24/2020
China,Qinghai,35.7452,95.9956,,,,1/24/2020
US,Washington,47.4009,-121.4905,1,,,1/24/2020
US,Chicago,38.578,-96.1951,1,,,1/24/2020
Japan,,36,138,2,,,1/24/2020
Thailand,,15.87,100.9925,5,,,1/24/2020
South Korea,,36,128,2,,,1/24/2020
Singapore,,1.2833,103.8333,3,,,1/24/2020
Vietnam,,16,108,2,,,1/24/2020
France,,17.9,-53,2,,,1/24/2020
China,Hubei,30.9756,112.2707,761,32,40,1/25/2020
China,Guangdong,23.3417,113.4244,78,2,,1/25/2020
China,Zhejiang,29.1832,120.0934,62,1,,1/25/2020
China,Chongqing,30.0572,107.874,57,,,1/25/2020
China,Hunan,27.6104,111.7088,43,,,1/25/2020
China,Beijing,40.1824,116.4142,41,2,,1/25/2020
China,Anhui,31.8257,117.2264,39,,,1/25/2020
China,Shanghai,31.202,121.4491,33,1,,1/25/2020
China,Henan,33.882,113.614,32,,,1/25/2020
China,Sichuan,30.6171,102.7103,28,,,1/25/2020
China,Shandong,36.3427,118.1498,27,,,1/25/2020
China,Guangxi,23.8298,108.7881,23,,,1/25/2020
China,Hainan,19.1959,109.7453,19,,,1/25/2020
China,Jiangxi,27.614,115.7221,18,,,1/25/2020
China,Fujian,26.0789,117.9874,18,,,1/25/2020
China,Jiangsu,32.9711,119.455,18,1,,1/25/2020
China,Liaoning,41.2956,122.6085,17,,,1/25/2020
China,Shaanxi,35.1917,108.8701,15,,,1/25/2020
China,Yunnan,24.974,101.487,11,,,1/25/2020
China,Tianjin,39.3054,117.323,10,,,1/25/2020
China,Heilongjiang,47.862,127.7615,9,,1,1/25/2020
China,Hebei,38.0428,114.5149,8,,1,1/25/2020
China,Inner Mongolia,44.0935,113.9448,7,,,1/25/2020
China,Shanxi,37.5777,112.2922,6,,,1/25/2020
Hong Kong,Hong Kong,22.3,114.2,5,,,1/25/2020
China,Guizhou,26.8154,106.8748,4,,,1/25/2020
China,Jilin,43.6661,126.1923,4,,,1/25/2020
China,Gansu,36.0611,103.8343,4,,,1/25/2020
China,Ningxia,37.2692,106.1655,3,,,1/25/2020
Taiwan,Taiwan,23.7,121,3,,,1/25/2020
China,Xinjiang,41.1129,85.2401,3,,,1/25/2020
Macau,Macau,22.1667,113.55,2,,,1/25/2020
China,Qinghai,35.7452,95.9956,1,,,1/25/2020
US,Washington,47.4009,-121.4905,1,,,1/25/2020
US,Illinois,40.3495,-88.9861,1,,,1/25/2020
Japan,,36,138,2,,,1/25/2020
Thailand,,15.87,100.9925,7,,,1/25/2020
South Korea,,36,128,2,,,1/25/2020
Singapore,,1.2833,103.8333,3,,,1/25/2020
Vietnam,,16,108,2,,,1/25/2020
France,,17.9,-53,3,,,1/25/2020
Australia,,-33.8688,144.9631,4,,,1/25/2020
Nepal,,28.3949,84.124,1,,,1/25/2020
Malaysia,,2.5,112.5,3,,,1/25/2020
China,Hubei,30.9756,112.2707,1058,42,52,1/26/2020
China,Guangdong,23.3417,113.4244,111,2,,1/26/2020
China,Zhejiang,29.1832,120.0934,104,1,,1/26/2020
China,Henan,33.882,113.614,83,,1,1/26/2020
China,Chongqing,30.0572,107.874,75,,,1/26/2020
China,Hunan,27.6104,111.7088,69,,,1/26/2020
China,Beijing,40.1824,116.4142,68,2,,1/26/2020
China,Anhui,31.8257,117.2264,60,,,1/26/2020
China,Shandong,36.3427,118.1498,46,,,1/26/2020
China,Sichuan,30.6171,102.7103,44,,,1/26/2020
China,Shanghai,31.202,121.4491,40,1,1,1/26/2020
China,Guangxi,23.8298,108.7881,36,,,1/26/2020
China,Jiangxi,27.614,115.7221,36,,,1/26/2020
China,Fujian,26.0789,117.9874,35,,,1/26/2020
China,Jiangsu,32.9711,119.455,33,1,,1/26/2020
China,Hainan,19.1959,109.7453,22,,,1/26/2020
China,Shaanxi,35.1917,108.8701,22,,,1/26/2020
China,Liaoning,41.2956,122.6085,21,,,1/26/2020
China,Yunnan,24.974,101.487,16,,,1/26/2020
China,Heilongjiang,47.862,127.7615,15,,1,1/26/2020
China,Tianjin,39.3054,117.323,14,,,1/26/2020
China,Hebei,38.0428,114.5149,13,,1,1/26/2020
China,Shanxi,37.5777,112.2922,9,,,1/26/2020
Hong Kong,Hong Kong,22.3,114.2,8,,,1/26/2020
China,Inner Mongolia,44.0935,113.9448,7,,,1/26/2020
China,Gansu,36.0611,103.8343,7,,,1/26/2020
China,Guizhou,26.8154,106.8748,5,,,1/26/2020
Macau,Macau,22.1667,113.55,5,,,1/26/2020
China,Ningxia,37.2692,106.1655,4,,,1/26/2020
China,Jilin,43.6661,126.1923,4,,,1/26/2020
Taiwan,Taiwan,23.7,121,4,,,1/26/2020
China,Xinjiang,41.1129,85.2401,4,,,1/26/2020
China,Qinghai,35.7452,95.9956,1,,,1/26/2020
US,Washington,47.4009,-121.4905,1,,,1/26/2020
US,Illinois,40.3495,-88.9861,1,,,1/26/2020
US,California,36.1162,-119.6816,2,,,1/26/2020
US,Arizona,33.7298,-111.4312,1,,,1/26/2020
Japan,,36,138,4,1,,1/26/2020
Thailand,,15.87,100.9925,8,2,,1/26/2020
South Korea,,36,128,3,,,1/26/2020
Singapore,,1.2833,103.8333,4,,,1/26/2020
Vietnam,,16,108,2,,,1/26/2020
France,,17.9,-53,3,,,1/26/2020
Australia,,-33.8688,144.9631,4,,,1/26/2020
Nepal,,28.3949,84.124,1,,,1/26/2020
Malaysia,,2.5,112.5,4,,,1/26/2020
Canada,Ontario,51.2538,-85.3232,1,,,1/26/2020
China,Hubei,30.9756,112.2707,1423,45,76,1/27/2020
China,Guangdong,23.3417,113.4244,151,4,,1/27/2020
China,Zhejiang,29.1832,120.0934,128,1,,1/27/2020
China,Henan,33.882,113.614,128,,1,1/27/2020
China,Chongqing,30.0572,107.874,110,,,1/27/2020
China,Hunan,27.6104,111.7088,100,,,1/27/2020
China,Beijing,40.1824,116.4142,80,2,1,1/27/2020
China,Shandong,36.3427,118.1498,75,,,1/27/2020
China,Jiangxi,27.614,115.7221,72,2,,1/27/2020
China,Anhui,31.8257,117.2264,70,,,1/27/2020
China,Sichuan,30.6171,102.7103,69,,,1/27/2020
China,Fujian,26.0789,117.9874,59,,,1/27/2020
China,Shanghai,31.202,121.4491,53,3,1,1/27/2020
China,Jiangsu,32.9711,119.455,47,1,,1/27/2020
China,Guangxi,23.8298,108.7881,46,,,1/27/2020
China,Shaanxi,35.1917,108.8701,35,,,1/27/2020
China,Hainan,19.1959,109.7453,33,,1,1/27/2020
China,Liaoning,41.2956,122.6085,27,,,1/27/2020
China,Yunnan,24.974,101.487,26,,,1/27/2020
China,Tianjin,39.3054,117.323,23,,,1/27/2020
China,Heilongjiang,47.862,127.7615,21,,1,1/27/2020
China,Hebei,38.0428,114.5149,18,,1,1/27/2020
China,Gansu,36.0611,103.8343,14,,,1/27/2020
China,Shanxi,37.5777,112.2922,13,,,1/27/2020
China,Inner Mongolia,44.0935,113.9448,11,,,1/27/2020
Hong Kong,Hong Kong,22.3,114.2,8,,,1/27/2020
China,Guizhou,26.8154,106.8748,7,,,1/27/2020
China,Ningxia,37.2692,106.1655,7,,,1/27/2020
China,Jilin,43.6661,126.1923,6,,,1/27/2020
Macau,Macau,22.1667,113.55,6,,,1/27/2020
China,Qinghai,35.7452,95.9956,6,,,1/27/2020
Taiwan,Taiwan,23.7,121,5,,,1/27/2020
China,Xinjiang,41.1129,85.2401,5,,,1/27/2020
US,Washington,47.4009,-121.4905,1,,,1/27/2020
US,Illinois,40.3495,-88.9861,1,,,1/27/2020
US,California,36.1162,-119.6816,2,,,1/27/2020
US,Arizona,33.7298,-111.4312,1,,,1/27/2020
Japan,,36,138,4,1,,1/27/2020
Thailand,,15.87,100.9925,8,2,,1/27/2020
South Korea,,36,128,4,,,1/27/2020
Singapore,,1.2833,103.8333,5,,,1/27/2020
Vietnam,,16,108,2,,,1/27/2020
France,,17.9,-53,3,,,1/27/2020
Nepal,,28.3949,84.124,1,,,1/27/2020
Malaysia,,2.5,112.5,4,,,1/27/2020
Canada,Ontario,51.2538,-85.3232,1,,,1/27/2020
Cambodia,,12.05785,104.95385,1,,,1/27/2020
Sri Lanka,,7.8731,80.7718,1,,,1/27/2020
Ivory Coast,,7.54,5.54,1,,,1/27/2020
Australia,New South Wales,-33.8688,151.2093,4,,,1/27/2020
Australia,Victoria,-37.8136,144.9631,1,,,1/27/2020
China,Hubei,30.9756,112.2707,3554,80,125,1/28/2020
China,Guangdong,23.3417,113.4244,207,4,,1/28/2020
China,Zhejiang,29.1832,120.0934,173,3,,1/28/2020
China,Henan,33.882,113.614,168,,1,1/28/2020
China,Hunan,27.6104,111.7088,143,,,1/28/2020
China,Chongqing,30.0572,107.874,132,,,1/28/2020
China,Jiangxi,27.614,115.7221,109,3,,1/28/2020
China,Anhui,31.8257,117.2264,106,,,1/28/2020
China,Shandong,36.3427,118.1498,95,,,1/28/2020
China,Beijing,40.1824,116.4142,91,4,1,1/28/2020
China,Sichuan,30.6171,102.7103,90,,,1/28/2020
China,Fujian,26.0789,117.9874,80,,,1/28/2020
China,Jiangsu,32.9711,119.455,70,1,,1/28/2020
China,Shanghai,31.202,121.4491,66,4,1,1/28/2020
China,Guangxi,23.8298,108.7881,51,2,,1/28/2020
China,Shaanxi,35.1917,108.8701,46,,,1/28/2020
China,Yunnan,24.974,101.487,44,,,1/28/2020
China,Hainan,19.1959,109.7453,40,,1,1/28/2020
China,Liaoning,41.2956,122.6085,34,,,1/28/2020
China,Hebei,38.0428,114.5149,33,,1,1/28/2020
China,Heilongjiang,47.862,127.7615,33,,1,1/28/2020
China,Shanxi,37.5777,112.2922,27,,,1/28/2020
China,Tianjin,39.3054,117.323,24,,,1/28/2020
China,Gansu,36.0611,103.8343,19,,,1/28/2020
China,Inner Mongolia,44.0935,113.9448,15,,,1/28/2020
China,Ningxia,37.2692,106.1655,11,,,1/28/2020
China,Xinjiang,41.1129,85.2401,10,,,1/28/2020
China,Guizhou,26.8154,106.8748,9,,,1/28/2020
China,Jilin,43.6661,126.1923,8,,,1/28/2020
Taiwan,Taiwan,23.7,121,8,,,1/28/2020
Hong Kong,Hong Kong,22.3,114.2,8,,,1/28/2020
Macau,Macau,22.1667,113.55,7,,,1/28/2020
China,Qinghai,35.7452,95.9956,6,,,1/28/2020
US,Washington,47.4009,-121.4905,1,,,1/28/2020
US,Illinois,40.3495,-88.9861,1,,,1/28/2020
US,California,36.1162,-119.6816,2,,,1/28/2020
US,Arizona,33.7298,-111.4312,1,,,1/28/2020
Japan,,36,138,7,1,,1/28/2020
Thailand,,15.87,100.9925,14,5,,1/28/2020
South Korea,,36,128,4,,,1/28/2020
Singapore,,1.2833,103.8333,7,,,1/28/2020
Vietnam,,16,108,2,,,1/28/2020
France,,17.9,-53,4,,,1/28/2020
Nepal,,28.3949,84.124,1,,,1/28/2020
Malaysia,,2.5,112.5,4,,,1/28/2020
Canada,Ontario,51.2538,-85.3232,1,,,1/28/2020
Canada,British Columbia,53.7267,-127.6476,1,,,1/28/2020
Cambodia,,12.05785,104.95385,1,,,1/28/2020
Sri Lanka,,7.8731,80.7718,1,,,1/28/2020
Australia,New South Wales,-33.8688,151.2093,4,,,1/28/2020
Australia,Victoria,-37.8136,144.9631,1,,,1/28/2020
Germany,Bavaria,51,9,4,,,1/28/2020
China,Hubei,30.9756,112.2707,3554,88,125,1/29/2020
China,Zhejiang,29.1832,120.0934,296,3,,1/29/2020
China,Guangdong,23.3417,113.4244,277,5,,1/29/2020
China,Hunan,27.6104,111.7088,221,,,1/29/2020
China,Henan,33.882,113.614,206,1,2,1/29/2020
China,Anhui,31.8257,117.2264,152,2,,1/29/2020
China,Chongqing,30.0572,107.874,147,1,,1/29/2020
China,Shandong,36.3427,118.1498,130,1,,1/29/2020
China,Beijing,40.1824,116.4142,111,4,1,1/29/2020
China,Jiangxi,27.614,115.7221,109,3,,1/29/2020
China,Sichuan,30.6171,102.7103,108,1,1,1/29/2020
China,Jiangsu,32.9711,119.455,99,1,,1/29/2020
China,Shanghai,31.202,121.4491,96,5,1,1/29/2020
China,Fujian,26.0789,117.9874,84,,,1/29/2020
China,Guangxi,23.8298,108.7881,58,2,,1/29/2020
China,Shaanxi,35.1917,108.8701,56,,,1/29/2020
China,Yunnan,24.974,101.487,55,,,1/29/2020
China,Hebei,38.0428,114.5149,48,,1,1/29/2020
China,Hainan,19.1959,109.7453,43,,1,1/29/2020
China,Liaoning,41.2956,122.6085,39,1,,1/29/2020
China,Heilongjiang,47.862,127.7615,38,,1,1/29/2020
China,Tianjin,39.3054,117.323,27,,,1/29/2020
China,Shanxi,37.5777,112.2922,27,1,,1/29/2020
China,Gansu,36.0611,103.8343,24,,,1/29/2020
China,Inner Mongolia,44.0935,113.9448,16,,,1/29/2020
China,Xinjiang,41.1129,85.2401,13,,,1/29/2020
China,Ningxia,37.2692,106.1655,12,,,1/29/2020
Hong Kong,Hong Kong,22.3,114.2,10,,,1/29/2020
China,Guizhou,26.8154,106.8748,9,1,,1/29/2020
China,Jilin,43.6661,126.1923,9,,,1/29/2020
Taiwan,Taiwan,23.7,121,8,,,1/29/2020
Macau,Macau,22.1667,113.55,7,,,1/29/2020
China,Qinghai,35.7452,95.9956,6,,,1/29/2020
US,Washington,47.4009,-121.4905,1,,,1/29/2020
US,Illinois,40.3495,-88.9861,1,,,1/29/2020
US,California,36.1162,-119.6816,2,,,1/29/2020
US,Arizona,33.7298,-111.4312,1,,,1/29/2020
Japan,,36,138,7,1,,1/29/2020
Thailand,,15.87,100.9925,14,5,,1/29/2020
South Korea,,36,128,4,,,1/29/2020
Singapore,,1.2833,103.8333,7,,,1/29/2020
Vietnam,,16,108,2,,,1/29/2020
France,,17.9,-53,5,,,1/29/2020
Nepal,,28.3949,84.124,1,,,1/29/2020
Malaysia,,2.5,112.5,7,,,1/29/2020
Canada,Ontario,51.2538,-85.3232,1,,,1/29/2020
Canada,British Columbia,53.7267,-127.6476,1,,,1/29/2020
Cambodia,,12.05785,104.95385,1,,,1/29/2020
Sri Lanka,,7.8731,80.7718,1,,,1/29/2020
Australia,New South Wales,-33.8688,151.2093,4,,,1/29/2020
Australia,Victoria,-37.8136,144.9631,1,,,1/29/2020
Germany,Bavaria,51,9,4,,,1/29/2020
Finland,,64,26,1,,,1/29/2020
United Arab Emirates,,23.4241,53.8478,4,,,1/29/2020
China,Hubei,30.9756,112.2707,4903,90,162,1/30/2020
China,Zhejiang,29.1832,120.0934,428,4,,1/30/2020
China,Guangdong,23.3417,113.4244,354,10,,1/30/2020
China,Henan,33.882,113.614,278,2,2,1/30/2020
China,Hunan,27.6104,111.7088,277,2,,1/30/2020
China,Anhui,31.8257,117.2264,200,2,,1/30/2020
China,Chongqing,30.0572,107.874,182,1,,1/30/2020
China,Jiangxi,27.614,115.7221,162,5,,1/30/2020
China,Shandong,36.3427,118.1498,158,1,,1/30/2020
China,Sichuan,30.6171,102.7103,142,1,1,1/30/2020
China,Jiangsu,32.9711,119.455,129,1,,1/30/2020
China,Beijing,40.1824,116.4142,114,4,1,1/30/2020
China,Shanghai,31.202,121.4491,112,5,1,1/30/2020
China,Fujian,26.0789,117.9874,101,,,1/30/2020
China,Guangxi,23.8298,108.7881,78,2,,1/30/2020
China,Yunnan,24.974,101.487,70,,,1/30/2020
China,Hebei,38.0428,114.5149,65,,1,1/30/2020
China,Shaanxi,35.1917,108.8701,63,,,1/30/2020
China,Hainan,19.1959,109.7453,46,1,1,1/30/2020
China,Heilongjiang,47.862,127.7615,44,,2,1/30/2020
China,Liaoning,41.2956,122.6085,41,1,,1/30/2020
China,Shanxi,37.5777,112.2922,35,1,,1/30/2020
China,Tianjin,39.3054,117.323,31,,,1/30/2020
China,Gansu,36.0611,103.8343,26,,,1/30/2020
China,Inner Mongolia,44.0935,113.9448,19,,,1/30/2020
China,Ningxia,37.2692,106.1655,17,,,1/30/2020
China,Jilin,43.6661,126.1923,14,1,,1/30/2020
China,Xinjiang,41.1129,85.2401,14,,,1/30/2020
China,Guizhou,26.8154,106.8748,12,1,,1/30/2020
Hong Kong,Hong Kong,22.3,114.2,10,,,1/30/2020
Taiwan,Taiwan,23.7,121,9,,,1/30/2020
China,Qinghai,35.7452,95.9956,8,,,1/30/2020
Macau,Macau,22.1667,113.55,7,,,1/30/2020
China,Tibet,31.6927,88.0924,1,,,1/30/2020
US,Washington,47.4009,-121.4905,1,,,1/30/2020
US,Illinois,40.3495,-88.9861,1,,,1/30/2020
US,California,36.1162,-119.6816,2,,,1/30/2020
US,Arizona,33.7298,-111.4312,1,,,1/30/2020
Japan,,36,138,11,1,,1/30/2020
Thailand,,15.87,100.9925,14,5,,1/30/2020
South Korea,,36,128,4,,,1/30/2020
Singapore,,1.2833,103.8333,10,,,1/30/2020
Vietnam,,16,108,2,,,1/30/2020
France,,17.9,-53,5,,,1/30/2020
Nepal,,28.3949,84.124,1,,,1/30/2020
Malaysia,,2.5,112.5,8,,,1/30/2020
Canada,Ontario,51.2538,-85.3232,2,,,1/30/2020
Canada,British Columbia,53.7267,-127.6476,1,,,1/30/2020
Cambodia,,12.05785,104.95385,1,,,1/30/2020
Sri Lanka,,7.8731,80.7718,1,,,1/30/2020
Australia,New South Wales,-33.8688,151.2093,4,2,,1/30/2020
Australia,Victoria,-37.8136,144.9631,2,,,1/30/2020
Australia,Queensland,-28.0167,153.4,3,,,1/30/2020
Germany,Bavaria,51,9,4,,,1/30/2020
Finland,,64,26,1,,,1/30/2020
United Arab Emirates,,23.4241,53.8478,4,,,1/30/2020
Philippines,,12.8797,121.774,1,,,1/30/2020
India,,21,78,1,,,1/30/2020
China,Hubei,30.9756,112.2707,5806,141,204,1/31/2020
China,Zhejiang,29.1832,120.0934,538,14,,1/31/2020
China,Guangdong,23.3417,113.4244,436,11,,1/31/2020
China,Henan,33.882,113.614,352,3,2,1/31/2020
China,Hunan,27.6104,111.7088,332,2,,1/31/2020
China,Jiangxi,27.614,115.7221,240,7,,1/31/2020
China,Anhui,31.8257,117.2264,237,3,,1/31/2020
China,Chongqing,30.0572,107.874,211,1,,1/31/2020
China,Shandong,36.3427,118.1498,184,2,,1/31/2020
China,Sichuan,30.6171,102.7103,177,1,1,1/31/2020
China,Jiangsu,32.9711,119.455,168,5,,1/31/2020
China,Beijing,40.1824,116.4142,139,5,1,1/31/2020
China,Shanghai,31.202,121.4491,135,9,1,1/31/2020
China,Fujian,26.0789,117.9874,120,,,1/31/2020
China,Guangxi,23.8298,108.7881,87,2,,1/31/2020
China,Shaanxi,35.1917,108.8701,87,,,1/31/2020
China,Yunnan,24.974,101.487,83,1,,1/31/2020
China,Hebei,38.0428,114.5149,82,,1,1/31/2020
China,Heilongjiang,47.862,127.7615,59,,2,1/31/2020
China,Hainan,19.1959,109.7453,52,1,1,1/31/2020
China,Liaoning,41.2956,122.6085,48,1,,1/31/2020
China,Shanxi,37.5777,112.2922,39,1,,1/31/2020
China,Tianjin,39.3054,117.323,32,,,1/31/2020
China,Guizhou,26.8154,106.8748,29,2,,1/31/2020
China,Gansu,36.0611,103.8343,29,,,1/31/2020
China,Ningxia,37.2692,106.1655,21,,,1/31/2020
China,Inner Mongolia,44.0935,113.9448,20,1,,1/31/2020
China,Xinjiang,41.1129,85.2401,17,,,1/31/2020
China,Jilin,43.6661,126.1923,14,1,,1/31/2020
Hong Kong,Hong Kong,22.3,114.2,12,,,1/31/2020
Taiwan,Taiwan,23.7,121,10,,,1/31/2020
China,Qinghai,35.7452,95.9956,8,,,1/31/2020
Macau,Macau,22.1667,113.55,7,,,1/31/2020
China,Tibet,31.6927,88.0924,1,,,1/31/2020
Thailand,,15.87,100.9925,19,5,,1/31/2020
Japan,,36,138,15,1,,1/31/2020
Singapore,,1.2833,103.8333,13,,,1/31/2020
South Korea,,36,128,11,,,1/31/2020
Malaysia,,2.5,112.5,8,,,1/31/2020
France,,17.9,-53,5,,,1/31/2020
Germany,Bavaria,51,9,5,,,1/31/2020
Australia,New South Wales,-33.8688,151.2093,4,2,,1/31/2020
United Arab Emirates,,23.4241,53.8478,4,,,1/31/2020
Australia,Victoria,-37.8136,144.9631,3,,,1/31/2020
US,Illinois,40.3495,-88.9861,2,,,1/31/2020
US,California,36.1162,-119.6816,2,,,1/31/2020
Vietnam,,16,108,2,,,1/31/2020
Canada,Ontario,51.2538,-85.3232,2,,,1/31/2020
Australia,Queensland,-28.0167,153.4,2,,,1/31/2020
Italy,,43,12,2,,,1/31/2020
United Kingdom,,55,-3,2,,,1/31/2020
Russia,,60,90,2,,,1/31/2020
US,Washington,47.4009,-121.4905,1,,,1/31/2020
US,Arizona,33.7298,-111.4312,1,,,1/31/2020
Nepal,,28.3949,84.124,1,,,1/31/2020
Canada,British Columbia,53.7267,-127.6476,1,,,1/31/2020
Cambodia,,12.05785,104.95385,1,,,1/31/2020
Sri Lanka,,7.8731,80.7718,1,,,1/31/2020
Finland,,64,26,1,,,1/31/2020
Philippines,,12.8797,121.774,1,,,1/31/2020
India,,21,78,1,,,1/31/2020
Sweden,,63,16,1,,,1/31/2020
China,Hubei,30.9756,112.2707,7153,168,249,2/1/2020
China,Zhejiang,29.1832,120.0934,599,21,0,2/1/2020
China,Guangdong,23.3417,113.4244,535,14,0,2/1/2020
